"CUST_ID","LAST_NAME","FIRST_NAME","STREET_ADDRESS","POSTAL_CODE","CITY_ID","CITY","STATE_PROVINCE_ID","STATE_PROVINCE","COUNTRY_ID","COUNTRY","CONTINENT_ID","CONTINENT","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","EMAIL","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","PROMOTION_RESPONSE","RENT_OWN","SEG","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_CUSTOMER","YRS_RESIDENCE","ADDRESS_POINT","COUNTRY_CODE","USERNAME"
1545,"Travassos","Bhanusri","QUINTA DO PAVIA","8200",94865,"OLHOS DE ÁGUA",1098,"",119,"Portugal",14,"Europe",69,-1,47,"Associates","Bhanusri.Travassos@oraclemail.com","","Female",2,3463,"A: Below 30,000",1,"Skilled",0,"M",0,2,0,"Other",0,"Rent",8,37,,7,2,oracle.sql.STRUCT@7944b764,"PT","guest648"
1546,"Isakov","Te-Ling","","",30000,"Parneaura",1179,"Belgrade",108,"Serbia",14,"Europe",34,1,388,"High School","Te-Ling.Isakov@oraclemail.com","Yes","Female",2,17495,"A: Below 30,000",1,"Business",1,"S",0,1,0,"Unknown",0,"Rent",5,2,2,2,5,oracle.sql.STRUCT@24c7a226,"CS","guest4678"
1547,"Dautzenburg","Maik","4 SCHLOSSSTRASSE","07545",88899,"GERA",1023,"",159,"Germany",14,"Europe",45,23,159,"Bachelors","Maik.Dautzenburg@oraclemail.com","Yes","Male",1,118113,"F: 110,000 - 129,999",0,"Professional",0,"S",220000,1,1,"Unknown",0,"Own",6,3,1,2,7,oracle.sql.STRUCT@3db341a1,"DE","guest2706"
1548,"Bachert","Julius","BAHNHOFSTRASSE","09669",51553,"FRANKENBERG/SA.",1023,"",159,"Germany",14,"Europe",43,22,373,"High School","Julius.Bachert@oraclemail.com","Yes","Male",3,37838,"B: 30,000 - 49,999",1,"Scientific",3,"M",320000,2,2,"Other",0,"Own",6,9,9,8,16,oracle.sql.STRUCT@7566e63f,"DE","guest1430"
1549,"Serimanov","Gauraprabha","","",61593,"Ban Rang Bua (1)",1005,"Bangkok",148,"Thailand",16,"Asia",23,21,49,"Associates","Gauraprabha.Serimanov@oraclemail.com","Yes","Male",1,47085,"B: 30,000 - 49,999",2,"Sales",2,"S",0,1,0,"Unknown",0,"Rent",4,2,2,3,3,oracle.sql.STRUCT@29c59060,"TH","guest190"
1550,"Grbech","Vera","22 HAUPTSTRASSE","02727",25654,"NEUGERSDORF",1023,"",159,"Germany",14,"Europe",67,-1,178,"LessThanHS","Vera.Grbech@oraclemail.com","","Female",1,20116,"A: Below 30,000",0,"Labor",0,"S",100000,1,1,"Unknown",0,"Own",9,43,,2,10,oracle.sql.STRUCT@308ac1ec,"DE","guest3931"
1551,"Ow","Yi-Xuan","","",96473,"Yantian",1086,"Hong Kong SAR",151,"China",16,"Asia",70,-1,110,"Doctorate","Yi-Xuan.Ow@oraclemail.com","","Female",2,58302,"C: 50,000 - 69,999",0,"Business",0,"M",0,2,0,"Dog",0,"Own",10,23,,14,4,oracle.sql.STRUCT@17133015,"CN","guest2675"
1552,"Kahl","Aha","","",26003,"Ban Bang Pha Nai",1005,"Bangkok",148,"Thailand",16,"Asia",44,17,22,"High School","Aha.Kahl@oraclemail.com","Yes","Male",1,46740,"B: 30,000 - 49,999",1,"Sales",1,"S",200000,1,1,"Unknown",0,"Own",6,25,4,10,16,oracle.sql.STRUCT@55867bd6,"TH","guest2397"
1553,"Aghabalian","Bastian","","",53682,"Ban Nong Ngu Luam",1005,"Bangkok",148,"Thailand",16,"Asia",22,2,751,"Associates","Bastian.Aghabalian@oraclemail.com","Yes","Male",1,24817,"A: Below 30,000",2,"Business",2,"S",214000,1,1,"Dog",0,"Own",4,2,2,6,3,oracle.sql.STRUCT@5045b796,"TH","guest259"
1554,"Niradhara","Labib","","",13340,"Ban Wang Kong",1005,"Bangkok",148,"Thailand",16,"Asia",21,18,750,"Bachelors","Labib.Niradhara@oraclemail.com","Yes","Male",3,6475,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"",1,3,0,3,21,oracle.sql.STRUCT@36a699d3,"TH","guest1517"
1555,"Karklins","Beman","","",39001,"Ban Nong Bua Loi",1005,"Bangkok",148,"Thailand",16,"Asia",77,-1,34,"Masters","Beman.Karklins@oraclemail.com","","Male",2,28240,"A: Below 30,000",0,"Labor",0,"M",0,1,0,"Unknown",0,"Rent",10,35,,11,1,oracle.sql.STRUCT@38bb948a,"TH","guest3970"
1556,"Parker","Christi","16201 Military Trl","33484",60299,"Delray Beach",1006,"Florida",102,"United States",11,"North America",28,6,49,"Masters","Christi.Parker@oraclemail.com","No","Female",2,119805,"F: 110,000 - 129,999",0,"Professional",1,"S",0,1,0,"Unknown",0,"Rent",5,4,2,5,2,oracle.sql.STRUCT@5e051080,"US","guest2991"
1557,"Benhamou","Sako","","",13443,"El Transito",1142,"Santiago",104,"Chile",13,"South America",52,24,100,"High School","Sako.Benhamou@oraclemail.com","Yes","Male",1,73912,"D: 70,000 - 89,999",0,"Professional",0,"S",20000,1,1,"Unknown",0,"Own",6,10,1,2,2,oracle.sql.STRUCT@2381e5d1,"CL","guest1702"
1558,"Mundo","Kaninaka","","",39051,"Jaboticatubas",1167,"Minas Gerais",112,"Brazil",13,"South America",58,3,414,"LessThanHS","Kaninaka.Mundo@oraclemail.com","Yes","Male",2,12122,"A: Below 30,000",1,"Business",0,"M",12844,2,1,"Dog",0,"Own",8,27,20,2,1,oracle.sql.STRUCT@21eb8873,"BR","guest693"
1559,"Ong","Fuamnach","","",39078,"Stouffville",1168,"Ontario",161,"Canada",11,"North America",44,2,167,"Doctorate","Fuamnach.Ong@oraclemail.com","Yes","Female",4,33499,"B: 30,000 - 49,999",2,"Business",3,"S",320000,2,2,"Unknown",0,"Own",7,15,3,8,20,oracle.sql.STRUCT@45905700,"CA","guest3780"
1560,"Kurisko","Sujatha","","",26091,"Bradford",1168,"Ontario",161,"Canada",11,"North America",52,17,218,"Associates","Sujatha.Kurisko@oraclemail.com","Yes","Female",3,8460,"A: Below 30,000",2,"Professional",2,"S",0,1,0,"Unknown",0,"Rent",7,29,12,7,17,oracle.sql.STRUCT@3367ce22,"CA","guest2275"
1561,"Hernandez","Nellie","230 S Broad St Ste 600","19102",49324,"Philadelphia",1052,"Pennsylvania",102,"United States",11,"North America",20,18,0,"LessThanHS","Nellie.Hernandez@oraclemail.com","Yes","Female",8,20135,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Other",0,"",1,5,0,3,20,oracle.sql.STRUCT@1fe40af2,"US","guest1781"
1562,"Abe","Harold","","",88345,"Futtsu",1112,"Tokyo",128,"Japan",16,"Asia",46,25,342,"Bachelors","Harold.Abe@oraclemail.com","Yes","Male",1,52150,"C: 50,000 - 69,999",0,"Skilled",3,"S",160000,1,1,"Unknown",0,"Own",6,6,6,6,18,oracle.sql.STRUCT@6231b16d,"JP","guest75"
1563,"Chan","Maribel","1470 Colonia Rd.","93030",101110,"Oxnard",1134,"California",102,"United States",11,"North America",41,0,496,"High School","Maribel.Chan@oraclemail.com","","Female",3,45104,"B: 30,000 - 49,999",1,"Professional",3,"M",200000,2,2,"Unknown",0,"Own",7,23,,4,16,oracle.sql.STRUCT@25dec27c,"US","guest1737"
1564,"Ingram","Gary","6119 Agra St Rm 208","90201-1705",93133,"Bell Gardens",1134,"California",102,"United States",11,"North America",43,30,62,"Doctorate","Gary.Ingram@oraclemail.com","Yes","Male",7,78874,"D: 70,000 - 89,999",0,"Sales",0,"M",410000,2,2,"Other",0,"Own",6,9,6,8,3,oracle.sql.STRUCT@28c51e3b,"US","guest1098"
1565,"Davenport","Marisa","900 Exposition Blvd","90095",79886,"Los Angeles",1134,"California",102,"United States",11,"North America",66,1,226,"Masters","Marisa.Davenport@oraclemail.com","No","Female",2,104788,"E: 90,000 - 109,999",0,"Business",0,"M",0,2,0,"Unknown",0,"Rent",8,3,3,5,1,oracle.sql.STRUCT@1749224b,"US","guest496"
1566,"Burks","Jesus","P O Box 5600","92865",10529,"Orange",1134,"California",102,"United States",11,"North America",25,9,437,"LessThanHS","Jesus.Burks@oraclemail.com","No","Male",3,19803,"A: Below 30,000",0,"Business",0,"M",0,2,0,"Unknown",0,"Rent",3,7,1,2,1,oracle.sql.STRUCT@781c5316,"US",""
1567,"Guo","Ran-Ting","","",24131,"Huangjiabang",1047,"Shanghai",151,"China",16,"Asia",32,11,302,"Doctorate","Ran-Ting.Guo@oraclemail.com","Yes","Female",5,54699,"C: 50,000 - 69,999",1,"Professional",5,"M",250000,2,1,"Dog",0,"Own",3,9,2,5,5,oracle.sql.STRUCT@2b82b34b,"CN",""
1568,"Irwin","Claude","5815 Rickenbacker Rd ","90023",79886,"Los Angeles",1134,"California",102,"United States",11,"North America",19,4,0,"High School","Claude.Irwin@oraclemail.com","No","Male",9,30426,"B: 30,000 - 49,999",0,"Sales",0,"S",0,0,0,"Unknown",0,"",1,3,1,0,19,oracle.sql.STRUCT@2b3644c6,"US","guest1145"
1569,"Mccarthy","Gale","101 S Fickett St ","90015",79886,"Los Angeles",1134,"California",102,"United States",11,"North America",34,29,192,"LessThanHS","Gale.Mccarthy@oraclemail.com","Yes","Female",1,45799,"B: 30,000 - 49,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",5,6,6,1,4,oracle.sql.STRUCT@75b37091,"US","guest2571"
1570,"Dudar","Macklin","","",74649,"Monumento",1083,"Rio de Janeiro",112,"Brazil",13,"South America",36,34,435,"High School","Macklin.Dudar@oraclemail.com","Yes","Male",1,9400,"A: Below 30,000",1,"None",1,"S",190000,1,1,"Unknown",0,"Own",4,6,5,5,5,oracle.sql.STRUCT@6fad19d2,"BR","guest296"
1571,"Wiley","Claudette","13333 Fenton Ave","91342",79109,"Sylmar",1134,"California",102,"United States",11,"North America",34,-1,430,"Masters","Claudette.Wiley@oraclemail.com","","Female",4,81826,"D: 70,000 - 89,999",1,"Scientific",1,"M",310000,2,1,"Other",0,"Own",3,12,,2,2,oracle.sql.STRUCT@518bf787,"US","guest4014"
1572,"Ipekchian","Carmine","","",81119,"Brimley",1168,"Ontario",161,"Canada",11,"North America",56,11,458,"Doctorate","Carmine.Ipekchian@oraclemail.com","Yes","Male",2,38782,"B: 30,000 - 49,999",1,"Business",0,"M",30673,2,1,"Other",0,"Own",8,29,16,11,22,oracle.sql.STRUCT@48828904,"CA","guest547"
1573,"Street","Mimi","","",98837,"Acton",1168,"Ontario",161,"Canada",11,"North America",59,0,330,"Bachelors","Mimi.Street@oraclemail.com","No","Female",1,98540,"E: 90,000 - 109,999",0,"Business",0,"S",0,0,0,"Unknown",0,"Rent",9,17,7,2,16,oracle.sql.STRUCT@265b5f7d,"CA","guest2212"
1574,"Parks","Efren","77 Forsyth St Sw ","30303-3458",26684,"Atlanta",1194,"Georgia",102,"United States",11,"North America",46,17,402,"LessThanHS","Efren.Parks@oraclemail.com","Yes","Male",1,22838,"A: Below 30,000",0,"Professional",2,"S",0,1,0,"Unknown",0,"Rent",6,24,1,5,15,oracle.sql.STRUCT@21bfb1ed,"US","guest1636"
1575,"Senekerimian","Cole","","",92749,"Ajax",1168,"Ontario",161,"Canada",11,"North America",49,14,83,"Doctorate","Cole.Senekerimian@oraclemail.com","Yes","Male",1,88932,"D: 70,000 - 89,999",0,"Business",0,"S",240000,1,1,"Unknown",0,"Own",6,25,2,4,9,oracle.sql.STRUCT@2f065d92,"CA","guest1253"
1576,"Tsymbaler","Cruz","","",106245,"Orangeville",1168,"Ontario",161,"Canada",11,"North America",44,8,135,"LessThanHS","Cruz.Tsymbaler@oraclemail.com","Yes","Male",2,77,"A: Below 30,000",0,"Professional",0,"M",0,1,0,"Unknown",0,"Rent",6,12,3,9,15,oracle.sql.STRUCT@73103bdf,"CA","guest1245"
1577,"Young","Elton","7350 Cedar Springs Rd ","75235-2812",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",71,-1,109,"High School","Elton.Young@oraclemail.com","","Male",1,27596,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"Own",10,28,,16,6,oracle.sql.STRUCT@f4c3277,"US","guest3310"
1578,"Sanosian","Yurik","","",67484,"Kampong Kempas Menang",1024,"Singapore",113,"Singapore",16,"Asia",35,22,648,"LessThanHS","Yurik.Sanosian@oraclemail.com","Yes","Male",1,4308,"A: Below 30,000",0,"Professional",0,"S",238000,1,1,"Dog",0,"Own",4,5,5,4,1,oracle.sql.STRUCT@5320daaa,"SG","guest254"
1579,"Duffy","Dwayne","1200 Summit Ave Ste 210","76102",80307,"Fort Worth",1118,"Texas",102,"United States",11,"North America",49,31,150,"Bachelors","Dwayne.Duffy@oraclemail.com","Yes","Male",1,111238,"F: 110,000 - 129,999",0,"Business",0,"S",160000,1,1,"Unknown",0,"Own",6,4,4,6,1,oracle.sql.STRUCT@4ed7f791,"US","guest3113"
1580,"Bass","Matthew","1612 Summit Ave Ste 100","76102",80307,"Fort Worth",1118,"Texas",102,"United States",11,"North America",74,-1,179,"Doctorate","Matthew.Bass@oraclemail.com","","Male",2,115023,"F: 110,000 - 129,999",0,"Labor",0,"M",0,1,0,"Unknown",0,"Own",10,50,,1,1,oracle.sql.STRUCT@3c6bf357,"US","guest2568"
1581,"Villarreal","Garland","10410 Treena St ","92131-1126",10749,"San Diego",1134,"California",102,"United States",11,"North America",19,4,0,"High School","Garland.Villarreal@oraclemail.com","No","Male",7,14930,"A: Below 30,000",0,"Business",0,"S",0,0,0,"Unknown",0,"",1,2,1,0,19,oracle.sql.STRUCT@52daa127,"US","guest1907"
1582,"Kapoor","Carine","","",99854,"Agios Konstantinos",1058,"Izmir",121,"Turkey",16,"Asia",62,11,101,"Associates","Carine.Kapoor@oraclemail.com","Yes","Female",2,9871,"A: Below 30,000",1,"Sales",0,"M",18107,2,1,"Other",0,"Own",8,19,19,2,5,oracle.sql.STRUCT@77ad45c,"TR","guest912"
1583,"Lott","Christina","8655 Ara Place","92131",10749,"San Diego",1134,"California",102,"United States",11,"North America",60,1,274,"High School","Christina.Lott@oraclemail.com","Yes","Female",2,21861,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",9,12,12,9,4,oracle.sql.STRUCT@76e0c05d,"US","guest1733"
1584,"Cirigliano","Bahuvata","","",103768,"Mourtia",1058,"Izmir",121,"Turkey",16,"Asia",50,10,492,"LessThanHS","Bahuvata.Cirigliano@oraclemail.com","Yes","Male",1,50464,"C: 50,000 - 69,999",0,"Business",2,"S",0,1,0,"Unknown",0,"Rent",6,4,3,3,15,oracle.sql.STRUCT@1572649d,"TR","guest997"
1585,"Brembilla","Elliott","","",93162,"Palaion Karlovasion",1058,"Izmir",121,"Turkey",16,"Asia",62,18,351,"Bachelors","Elliott.Brembilla@oraclemail.com","Yes","Male",1,48982,"B: 30,000 - 49,999",0,"Services",0,"S",0,1,0,"Unknown",0,"Rent",9,22,12,7,6,oracle.sql.STRUCT@12263c8d,"TR","guest1498"
1586,"Ding","Xian-Gan","","",103448,"Qiujiadian",1120,"Heilongjiang",151,"China",16,"Asia",54,4,308,"Associates","Xian-Gan.Ding@oraclemail.com","Yes","Male",4,57996,"C: 50,000 - 69,999",0,"Skilled",0,"M",0,1,0,"Unknown",0,"Rent",6,10,8,3,17,oracle.sql.STRUCT@432fd2a1,"CN","guest1845"
1587,"Tushar","Taron","","",102823,"Riva",1058,"Izmir",121,"Turkey",16,"Asia",35,3,256,"Masters","Taron.Tushar@oraclemail.com","No","Male",4,40950,"B: 30,000 - 49,999",2,"Professional",4,"M",0,1,0,"Unknown",0,"Rent",3,16,7,5,5,oracle.sql.STRUCT@333d00b1,"TR","guest3418"
1588,"Kyllonen","Hannah","","",100241,"Nazare Paulista",1174,"Campinas",112,"Brazil",13,"South America",80,7,28,"High School","Hannah.Kyllonen@oraclemail.com","No","Female",1,3976,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Other",0,"Own",10,42,5,20,10,oracle.sql.STRUCT@356ddcc7,"BR","guest2851"
1589,"Nuralova","Diannah","","",41039,"Boa Barrinha",1174,"Campinas",112,"Brazil",13,"South America",16,16,0,"Unknown","Diannah.Nuralova@oraclemail.com","Yes","Female",7,12126,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"",1,5,0,3,16,oracle.sql.STRUCT@168c4cb3,"BR","guest1114"
1590,"Mejia","Jose","26 Court St","02130-3443",69120,"Boston",1136,"Massachusetts",102,"United States",11,"North America",57,6,294,"LessThanHS","Jose.Mejia@oraclemail.com","Yes","Male",2,58885,"C: 50,000 - 69,999",0,"Skilled",0,"M",0,2,0,"Dog",0,"Rent",8,20,20,5,4,oracle.sql.STRUCT@2b8b2e19,"US","guest835"
1591,"Gong","Hsi-Chuen","","",107234,"Liguantun",1173,"Shandong",151,"China",16,"Asia",64,15,3,"Bachelors","Hsi-Chuen.Gong@oraclemail.com","Yes","Male",1,57319,"C: 50,000 - 69,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,30,22,4,8,oracle.sql.STRUCT@70688b51,"CN","guest1844"
1592,"Bernotti","Orla","","",95968,"Taimbe",1174,"Campinas",112,"Brazil",13,"South America",17,-1,0,"LessThanHS","Orla.Bernotti@oraclemail.com","","Female",7,13142,"A: Below 30,000",0,"Business",0,"S",0,0,0,"Unknown",0,"",1,5,,0,17,oracle.sql.STRUCT@2bb8ea7f,"BR","guest3782"
1593,"Chua","Yen-Ti","","",93882,"Gaojialou",1173,"Shandong",151,"China",16,"Asia",73,-1,49,"Masters","Yen-Ti.Chua@oraclemail.com","","Male",2,52023,"C: 50,000 - 69,999",0,"None",0,"M",0,1,0,"Cat",0,"Own",10,21,,19,34,oracle.sql.STRUCT@5f25d26f,"CN","guest4346"
1594,"Lambert","Sumbat","","",41087,"Rio Branco do Sul",1119,"Parana",112,"Brazil",13,"South America",35,22,1812,"Bachelors","Sumbat.Lambert@oraclemail.com","Yes","Male",2,25076,"A: Below 30,000",0,"Scientific",0,"M",291250,2,1,"Cat",0,"Own",2,13,8,1,0.875,oracle.sql.STRUCT@2d2cc474,"BR","guest337"
1595,"Quesado","Melisande","","",41105,"Az Zughbah",1122,"Western",149,"Saudi Arabia",16,"Asia",46,0,345,"LessThanHS","Melisande.Quesado@oraclemail.com","","Female",5,18764,"A: Below 30,000",0,"Services",1,"M",470000,1,2,"Unknown",0,"Own",7,10,,2,18,oracle.sql.STRUCT@192ae083,"SA","guest1807"
1596,"Preston","Dario","Po Box 9655","02118",69120,"Boston",1136,"Massachusetts",102,"United States",11,"North America",22,9,162,"Bachelors","Dario.Preston@oraclemail.com","Yes","Male",1,32192,"B: 30,000 - 49,999",0,"Business",0,"S",238000,1,1,"Dog",0,"Own",4,3,1,4,1,oracle.sql.STRUCT@752d0acb,"US","guest443"
1597,"Fischhof","Kareem","","",28037,"Onca",1174,"Campinas",112,"Brazil",13,"South America",45,35,342,"Bachelors","Kareem.Fischhof@oraclemail.com","Yes","Male",1,44793,"B: 30,000 - 49,999",0,"Professional",3,"S",280000,1,1,"Unknown",0,"Own",6,14,5,8,18,oracle.sql.STRUCT@4ea18ab,"BR","guest1848"
1598,"Kasheyev","Ivanna","","",111900,"Qurayyat Nafi`",1012,"Capital Governorate",122,"Jordan",16,"Asia",34,9,319,"Masters","Ivanna.Kasheyev@oraclemail.com","No","Female",4,35813,"B: 30,000 - 49,999",2,"Professional",4,"M",0,2,0,"Unknown",0,"Rent",3,4,3,4,9,oracle.sql.STRUCT@4f2e7326,"JO","guest4214"
1599,"Mays","Vugar","","",31588,"Qansaxley",1147,"Mogadishu",134,"Somalia",15,"Africa",28,11,291,"High School","Vugar.Mays@oraclemail.com","Yes","Male",1,59880,"C: 50,000 - 69,999",1,"Skilled",1,"S",226000,1,1,"Dog",0,"Own",4,5,2,2,2,oracle.sql.STRUCT@1cebcb8,"SO","guest409"
1600,"Paruzzi","Asrutavrana","","",44491,"Qurayyat Salim",1012,"Capital Governorate",122,"Jordan",16,"Asia",65,15,177,"Bachelors","Asrutavrana.Paruzzi@oraclemail.com","Yes","Male",1,32033,"B: 30,000 - 49,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Rent",9,9,9,9,6,oracle.sql.STRUCT@1ca89518,"JO","guest1406"
1601,"Bonnel","Liliana","2 ACHILLESLAAN","6042",105018,"ROERMOND",1180,"",144,"Netherlands",14,"Europe",23,12,771,"Masters","Liliana.Bonnel@oraclemail.com","Yes","Female",4,78996,"D: 70,000 - 89,999",1,"Labor",1,"M",0,2,0,"Other",0,"Rent",3,2,2,3,2,oracle.sql.STRUCT@48d3f966,"NL","guest3112"
1602,"Dun","Chin-Chiao","","",44521,"Yihua",1197,"Guangdong",151,"China",16,"Asia",67,3,294,"Bachelors","Chin-Chiao.Dun@oraclemail.com","Yes","Female",2,50845,"C: 50,000 - 69,999",1,"Business",0,"M",0,2,0,"Dog",0,"Own",8,47,4,3,30,oracle.sql.STRUCT@74d80419,"CN","guest624"
1603,"Fuchs","Carey","","",31683,"Guiloze",1177,"Maputo",141,"Mozambique",15,"Africa",47,0,91,"High School","Carey.Fuchs@oraclemail.com","","Female",3,12263,"A: Below 30,000",1,"Skilled",3,"M",450000,2,2,"Unknown",0,"Own",7,26,,8,16,oracle.sql.STRUCT@874d46,"MZ","guest2791"
1604,"Ferguson","Terence","4515 Oakcreek St Apt.107","32835",41151,"Orlando",1006,"Florida",102,"United States",11,"North America",48,21,111,"Bachelors","Terence.Ferguson@oraclemail.com","Yes","Male",1,98004,"E: 90,000 - 109,999",0,"Skilled",0,"S",100000,1,1,"Unknown",0,"Own",6,8,4,10,10,oracle.sql.STRUCT@58df081b,"US","guest3167"
1605,"Kochta","Badb","","",83093,"Az Zimaliyah",1012,"Capital Governorate",122,"Jordan",16,"Asia",51,19,211,"High School","Badb.Kochta@oraclemail.com","Yes","Female",2,42393,"B: 30,000 - 49,999",1,"Professional",1,"S",140000,2,1,"Other",0,"Own",7,26,14,2,16,oracle.sql.STRUCT@f10c2af,"JO","guest2712"
1606,"Yan","Fo-Hian","","",44220,"Xinyi",1173,"Shandong",151,"China",16,"Asia",65,0,417,"LessThanHS","Fo-Hian.Yan@oraclemail.com","Yes","Male",2,59957,"C: 50,000 - 69,999",0,"Services",0,"M",0,2,0,"Dog",0,"Own",8,17,9,4,27,oracle.sql.STRUCT@3bdcf798,"CN","guest555"
1607,"Correja","Bhuvanapati","23 TRAVESSA DA GLÓRIA","1250-118",99827,"LISBOA",1098,"",119,"Portugal",14,"Europe",73,-1,171,"LessThanHS","Bhuvanapati.Correja@oraclemail.com","","Male",1,15262,"A: Below 30,000",1,"Scientific",1,"S",0,1,0,"Dog",0,"Own",10,28,,18,8,oracle.sql.STRUCT@18b60d8,"PT","guest3975"
1608,"Haag","Carlton","1 MARKT","8061",90413,"HASSELT",1180,"",144,"Netherlands",14,"Europe",38,1,384,"Bachelors","Carlton.Haag@oraclemail.com","No","Male",3,90226,"E: 90,000 - 109,999",1,"Scientific",0,"M",330000,2,2,"Other",0,"Own",3,15,3,1,1,oracle.sql.STRUCT@21343f22,"NL","guest3274"
1609,"Ogorodov","Shara","","",62744,"Tikhiy Don",1074,"Tashkent",117,"Uzbekistan",16,"Asia",33,25,1857,"High School","Shara.Ogorodov@oraclemail.com","Yes","Female",2,149,"A: Below 30,000",1,"Sales",0,"M",291750,2,1,"Dog",0,"Own",2,10,7,5,0.825,oracle.sql.STRUCT@28b89411,"UZ","guest299"
1610,"Rashidov","Bahauddin","","",87706,"Poltoratskoye",1074,"Tashkent",117,"Uzbekistan",16,"Asia",29,1,575,"LessThanHS","Bahauddin.Rashidov@oraclemail.com","Yes","Male",1,780,"A: Below 30,000",0,"Skilled",0,"S",238000,1,1,"Dog",0,"Own",4,5,1,4,1,oracle.sql.STRUCT@7404c6a9,"UZ","guest102"
1611,"Herrmann","Frantz, Franz","6 SCHLOSSGASSE","2521",19425,"TRUMAU",1105,"",110,"Austria",14,"Europe",39,4,500,"Associates","Frantz, Franz.Herrmann@oraclemail.com","No","Male",5,47259,"B: 30,000 - 49,999",0,"Labor",2,"M",0,1,0,"Unknown",0,"Rent",3,1,1,1,1,oracle.sql.STRUCT@2e53f551,"AT","guest3916"
1612,"Melikjanian","Yang","2 FITZWILLIAM STREET","LN12 1",93168,"MABLETHORPE",1040,"",129,"United Kingdom",14,"Europe",50,35,34,"Masters","Yang.Melikjanian@oraclemail.com","Yes","Male",6,109322,"E: 90,000 - 109,999",0,"Professional",0,"M",170000,1,1,"Unknown",0,"Own",6,14,11,7,2,oracle.sql.STRUCT@2e9e1296,"GB","guest2894"
1613,"Ponnekanti","Burdette","","",19260,"Deroche",1042,"British Columbia",161,"Canada",11,"North America",27,33,943,"High School","Burdette.Ponnekanti@oraclemail.com","Yes","Male",1,17526,"A: Below 30,000",1,"Skilled",1,"S",0,1,0,"Unknown",0,"Rent",4,9,2,5,2,oracle.sql.STRUCT@426a1348,"CA","guest391"
1614,"Sanchez","Bapudeva","","",19261,"Garibaldi",1042,"British Columbia",161,"Canada",11,"North America",45,24,6,"LessThanHS","Bapudeva.Sanchez@oraclemail.com","Yes","Male",1,21364,"A: Below 30,000",0,"Services",2,"S",0,1,0,"Unknown",0,"Rent",6,16,6,7,15,oracle.sql.STRUCT@1089b422,"CA","guest1804"
1615,"Gapoyan","Yan-Jun","","",45106,"Las Minas",1016,"Puebla",101,"Mexico",11,"North America",40,20,92,"Doctorate","Yan-Jun.Gapoyan@oraclemail.com","Yes","Female",7,64902,"C: 50,000 - 69,999",2,"Business",1,"M",150000,3,2,"Unknown",0,"Own",7,17,3,2,20,oracle.sql.STRUCT@21c1321f,"MX","guest2159"
1616,"Morris","Marion","806 N. Deneen St.","62088",112059,"Staunton",1065,"Missouri",102,"United States",11,"North America",67,-1,43,"Masters","Marion.Morris@oraclemail.com","","Female",1,83469,"D: 70,000 - 89,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,49,,10,8,oracle.sql.STRUCT@7f158e13,"US","guest1129"
1617,"Ortiz","Lon","205 W Bush Blvd","33612",112094,"Tampa",1006,"Florida",102,"United States",11,"North America",56,8,143,"Doctorate","Lon.Ortiz@oraclemail.com","Yes","Male",3,89777,"D: 70,000 - 89,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Rent",9,34,30,12,4,oracle.sql.STRUCT@6d7722ea,"US","guest1901"
1618,"Rajarama","Apomurti","","",111312,"Pilancones",1156,"Zulia",162,"Venezuela",13,"South America",67,-1,164,"Masters","Apomurti.Rajarama@oraclemail.com","","Male",1,79939,"D: 70,000 - 89,999",0,"Sales",0,"S",0,1,0,"Unknown",0,"Rent",9,47,,6,20,oracle.sql.STRUCT@3002b3c2,"VE","guest1782"
1619,"Bruce","Pedro","Post Office Box 447","62058",45189,"Livingston",1065,"Missouri",102,"United States",11,"North America",50,7,29,"Doctorate","Pedro.Bruce@oraclemail.com","Yes","Male",1,101936,"E: 90,000 - 109,999",0,"Business",0,"S",120000,1,1,"Unknown",0,"Own",6,18,4,2,12,oracle.sql.STRUCT@18fb3e17,"US","guest1975"
1620,"Morin","Mei-Chu","","",109126,"Al Mundassah",1122,"Western",149,"Saudi Arabia",16,"Asia",63,20,341,"Doctorate","Mei-Chu.Morin@oraclemail.com","Yes","Female",2,79624,"D: 70,000 - 89,999",3,"Business",3,"M",0,2,0,"Other",0,"Own",8,42,8,3,26,oracle.sql.STRUCT@4b4d4e0d,"SA","guest479"
