ORDER_LINE_ID,ORDER_ID,ORDER_PRIORITY,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_SEGMENT,CITY,PRODUCT_CATEGORY,PRODUCT_SUB_CATEGORY,PRODUCT_CONTAINER,PRODUCT_NAME,PROFIT,PROFIT_RATIO,QUANTITY_ORDERED,SALES,DISCOUNT,GROSS_UNIT_PRICE,SHIPPING_COST,SHIP_MODE,SHIP_DATE,ORDER_DATE,STATE,POSTAL_CODE,COUNTRY,LATITUDE,LONGITUDE,CONTINENT,REGION,SALES_REP
6711,88713,High,2464,Joe George,Consumer,Osaka,Furniture,Tables,Jumbo Box,Hon Rectangular Conference Tables,-551,-15.58698727,16,3535,217,240,32,Delivery Truck,5/12/2015,5/11/2015,Osaka-fu,JP101669,Japan,34.75003522,135.4601448,Asia,Eastern Asia,
4514,90190,Low,1693,Melinda Thornton,Consumer,Vancouver,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",-265,-147.2222222,11,180,6,17,1,Express Air,5/12/2015,5/11/2015,British Columbia,CA116601,Canada,49.27341658,-123.1216442,America,North America,Jane Doe
4276,87824,High,1609,Jerry Ennis,Consumer,Tijuana,Office Supplies,Storage & Organization,Small Box,Filing/Storage Totes and Swivel Casters,-36,-180,2,20,0,10,9,Regular Air,5/12/2015,5/11/2015,Baja California,ME101654,Mexico,32.50001752,-117.079996,America,Central America,
4275,87824,High,1609,Jerry Ennis,Consumer,Cancun,Office Supplies,Binders and Binder Accessories,Small Box,Peel & Stick Add-On Corner Pockets,-12,-80,7,15,0,2,6,Regular Air,5/13/2015,5/11/2015,Quintana Roo,ME11670,Mexico,21.16995974,-86.83000777,America,Central America,
20,86838,Medium,14,Gwendolyn F Tyson,Small Business,Sheffield,Furniture,Office Furnishings,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,776,64.18527709,16,1209,69,83,20,Regular Air,5/15/2015,5/12/2015,England,GB101483,United Kingdom,53.36667666,-1.499996583,Europe,Northern Europe,
23,86838,Medium,14,Gwendolyn F Tyson,Small Business,Leeds,Office Supplies,Rubber Bands,Wrap Bag,"OIC Colored Binder Clips, Assorted Sizes",-1,-7.142857143,4,14,1,4,2,Regular Air,5/14/2015,5/12/2015,England,GB101484,United Kingdom,53.83000755,-1.580017539,Europe,Northern Europe,
3354,89515,Not Specified,1267,Rosemary Branch,Corporate,Rio de Janeiro,Furniture,Chairs & Chairmats,Medium Box,SAFCO Folding Chair Trolley,-367,-98.12834225,3,374,17,135,13,Regular Air,5/14/2015,5/12/2015,Rio de Janeiro,BR121660,Brazil,-22.92502317,-43.22502079,America,South America,
21,86838,Medium,14,Gwendolyn F Tyson,Small Business,Belfast,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 321,-23,-104.5454545,7,22,1,3,2,Regular Air,5/14/2015,5/12/2015,England,GB101409,United Kingdom,54.60001223,-5.960034425,Europe,Northern Europe,
22,86838,Medium,14,Gwendolyn F Tyson,Small Business,Glasgow,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 351,-10,-76.92307692,4,13,1,3,4,Regular Air,5/14/2015,5/12/2015,England,GB101496,United Kingdom,55.87440472,-4.250707236,Europe,Northern Europe,
3355,89515,Not Specified,1267,Rosemary Branch,Corporate,Sao Paulo,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",-53,-79.10447761,11,67,2,6,4,Regular Air,5/15/2015,5/12/2015,São Paulo,BR131660,Brazil,-23.55867959,-46.62501998,America,South America,
3661,88728,High,1389,Jean Khan,Small Business,Recife,Office Supplies,Rubber Bands,Wrap Bag,Staples Metal Binder Clips,21,70,12,30,2,3,1,Express Air,5/16/2015,5/13/2015,Pernambuco,BR111660,Brazil,-8.075645326,-34.91560551,America,South America,
2801,86124,Not Specified,1085,Ted Dunlap,Corporate,Yaounde,Office Supplies,Paper,Wrap Bag,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",200,63.69426752,8,314,7,40,5,Regular Air,5/15/2015,5/13/2015,,,Cameroon,3.8667,11.5167,Africa,Middle Africa,
1515,88644,Medium,578,Evan K Bullard,Corporate,Perth,Office Supplies,Envelopes,Small Box,Multimedia Mailers,283,56.6,3,500,12,172,20,Regular Air,5/15/2015,5/13/2015,Western Australia,AU101630,Australia,-31.95501463,115.8399987,Oceania,Australia and New Zealand,
1517,88644,Medium,580,Kathryn Patrick,Corporate,Melbourne,Technology,Telephones and Communication,Small Pack,Accessory6,-56,-7.977207977,12,702,12,59,5,Regular Air,5/15/2015,5/13/2015,State of Victoria,AU101558,Australia,-37.82003131,144.9750162,Oceania,Australia and New Zealand,
1516,88644,Medium,579,Marlene Abrams,Corporate,Canberra,Office Supplies,Envelopes,Small Box,"Peel & Seel Recycled Catalog Envelopes, Brown",-6,-25,2,24,0,12,6,Regular Air,5/16/2015,5/13/2015,Australian Capital Territory,AU101555,Australia,-35.28302855,149.1290262,Oceania,Australia and New Zealand,
1522,88644,Medium,585,William Larson,Corporate,Canberra,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",-65,-39.39393939,12,165,9,15,8,Regular Air,5/15/2015,5/13/2015,Australian Capital Territory,AU101555,Australia,-35.28302855,149.1290262,Oceania,Australia and New Zealand,
2800,86124,Not Specified,1085,Ted Dunlap,Corporate,Bangkok,Technology,Computer Peripherals,Small Box,"Fellowes Internet Keyboard, Platinum",-154,-50.99337748,10,302,13,32,9,Regular Air,5/16/2015,5/13/2015,,,Thailand,13.7563,100.5018,Asia,South-Eastern Asia,
411,87671,Critical,156,Diana Xu,Corporate,London,Technology,Telephones and Communication,Small Box,T60,690,52.91411043,13,1304,36,101,5,Regular Air,5/16/2015,5/14/2015,England,E1 1,United Kingdom,51.49999473,-0.116721844,Europe,Northern Europe,
924,89647,Low,353,Bonnie Chambers,Home Office,Birmingham,Office Supplies,Paper,Small Box,Xerox 1898,-136,-129.5238095,16,105,4,7,7,Regular Air,5/22/2015,5/14/2015,England,GB101495,United Kingdom,52.47497398,-1.919996787,Europe,Northern Europe,
2383,90187,Critical,910,Carla Hauser,Corporate,Kaliningrad,Office Supplies,Paper,Small Box,Xerox 1954,-144,-171.4285714,15,84,1,6,6,Regular Air,5/15/2015,5/14/2015,Kaliningradskaya Oblast',RU101494,Russia,54.70000612,20.49734289,Europe,Eastern Europe,
923,89647,Low,353,Bonnie Chambers,Home Office,London,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",-160,-197.5308642,17,81,3,5,5,Express Air,5/15/2015,5/14/2015,England,E1 1,United Kingdom,51.49999473,-0.116721844,Europe,Northern Europe,
2634,88633,Critical,1023,Glen Newman,Small Business,Kaliningrad,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,440,68.32298137,18,644,40,40,3,Regular Air,5/17/2015,5/15/2015,Kaliningradskaya Oblast',RU101494,Russia,54.70000612,20.49734289,Europe,Eastern Europe,
36,90031,High,18,Laurie Hanna,Small Business,Belfast,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,304,67.40576497,17,451,22,28,7,Regular Air,5/17/2015,5/15/2015,England,GB101409,United Kingdom,54.60001223,-5.960034425,Europe,Northern Europe,
2633,88633,Critical,1023,Glen Newman,Small Business,Moscow,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Recycled Linen-Style Covers,427,66.09907121,16,646,17,41,11,Regular Air,5/16/2015,5/15/2015,Moskva,RU101429,Russia,55.75216412,37.61552283,Europe,Eastern Europe,
5339,90001,High,1989,David Weaver,Corporate,Merida,Office Supplies,Paper,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",172,36.51804671,11,471,15,43,20,Regular Air,5/19/2015,5/15/2015,Yucatán,ME11690,Mexico,20.96663881,-89.61663355,America,Central America,
46,41793,High,21,Tony Wilkins Winters,Small Business,London,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,371,19.96770721,70,1858,104,28,7,Regular Air,5/17/2015,5/15/2015,England,E1 1,United Kingdom,51.49999473,-0.116721844,Europe,Northern Europe,
5338,90001,High,1989,David Weaver,Corporate,Tijuana,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,45,12.64044944,11,356,11,33,7,Regular Air,5/17/2015,5/15/2015,Baja California,ME101654,Mexico,32.50001752,-117.079996,America,Central America,
8359,86102,Not Specified,3041,Carrie Duke,Corporate,Shanghai,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,94,7.698607699,17,1221,76,78,4,Regular Air,5/19/2015,5/15/2015,,,China,31.2,121.5,Asia,Eastern Asia,
1258,8353,Medium,491,Toni Swanson,Consumer,Liverpool,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,-2,-3.03030303,23,66,4,3,1,Regular Air,5/18/2015,5/15/2015,England,GB101680,United Kingdom,53.41600181,-2.917997886,Europe,Northern Europe,
1275,88905,Medium,494,Jimmy Alston Holder,Consumer,Seattle,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,-2,-11.76470588,6,17,1,3,1,Regular Air,5/18/2015,5/15/2015,Washington,,United States,47.57000205,-122.339985,America,North America,Jane Doe
1274,88905,Medium,494,Jimmy Alston Holder,Consumer,Munich,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",-35,-35.35353535,12,99,6,9,2,Regular Air,5/18/2015,5/15/2015,Freistaat Bayern,DE101691,Germany,48.12994204,11.57499345,Europe,Western Europe,
8360,86102,Not Specified,3041,Carrie Duke,Corporate,Shanghai,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,"*Staples* vLetter Openers, 2/Pack",-20,-66.66666667,8,30,1,4,1,Regular Air,5/18/2015,5/15/2015,,,China,31.2,121.5,Asia,Eastern Asia,
9256,88589,High,3354,Sara Faulkner,Corporate,Los Angeles,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',133,65.19607843,7,204,6,30,1,Regular Air,5/18/2015,5/16/2015,California,US10932,United States,33.98997825,-118.1799805,America,North America,Janice Joplin
2696,87847,Critical,1042,Jerome Burch,Small Business,Singapore,Office Supplies,Appliances,Medium Box,Holmes Odor Grabber,9,9.89010989,6,91,1,15,7,Express Air,5/18/2015,5/16/2015,,,Singapore,1.3,103.8,Asia,South-Eastern Asia,
1813,88503,Critical,688,Ashley Reese,Small Business,St. Petersburg,Office Supplies,Storage & Organization,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",-200,-7.291286912,10,2743,174,295,35,Regular Air,5/17/2015,5/16/2015,City of St. Petersburg,RU101696,Russia,59.93901451,30.31602006,Europe,Eastern Europe,
9257,88589,High,3354,Sara Faulkner,Corporate,Columbus,Office Supplies,Paper,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),-60,-171.4285714,6,35,2,6,7,Regular Air,5/19/2015,5/16/2015,North Carolina,US10884,United States,32.47043276,-84.98001734,America,North America,Belinda Stonarch
7136,86118,High,2610,Tommy Lutz,Corporate,Mossel Bay,Office Supplies,Binders and Binder Accessories,Small Box,3M Organizer Strips,-37,-78.72340426,9,47,2,6,8,Regular Air,5/18/2015,5/16/2015,Western Cape,ES101479,South Africa,-34.17002155,22.1300081,Africa,Southern Africa,
240,87175,High,92,Victoria Baker Hoover,Home Office,Birmingham,Office Supplies,Paper,Small Box,Xerox 1897,31,72.09302326,9,43,2,5,6,Regular Air,5/19/2015,5/17/2015,England,GB101495,United Kingdom,52.47497398,-1.919996787,Europe,Northern Europe,
232,87175,High,91,Wallace Werner,Home Office,London,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,114,65.14285714,9,175,11,21,4,Regular Air,5/19/2015,5/17/2015,England,E1 1,United Kingdom,51.49999473,-0.116721844,Europe,Northern Europe,
239,87175,High,92,Victoria Baker Hoover,Home Office,Leeds,Office Supplies,Paper,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",-184,-140.4580153,16,131,6,9,1,Regular Air,5/20/2015,5/17/2015,England,GB101484,United Kingdom,53.83000755,-1.580017539,Europe,Northern Europe,
4148,87485,High,1554,Joan Floyd,Small Business,Barcelona,Office Supplies,Appliances,Small Box,Staples Surge Protector 6 outlet,118,70.65868263,15,167,7,12,4,Regular Air,5/19/2015,5/18/2015,Provincia di Barcelona,ES101694,Spain,41.38329958,2.183370319,Europe,Southern Europe,
1256,91063,Medium,489,Eileen Cheek,Corporate,Sydney,Technology,Telephones and Communication,Wrap Bag,Accessory25,118,41.84397163,14,282,14,22,1,Regular Air,5/19/2015,5/18/2015,State of New South Wales,2000,Australia,-33.92001097,151.1851798,Oceania,Australia and New Zealand,
694,90593,Not Specified,266,Ross Frederick,Corporate,Glasgow,Technology,Computer Peripherals,Small Box,Keytronic 105-Key Spanish Keyboard,315,23.73775433,17,1327,27,78,12,Express Air,5/21/2015,5/18/2015,England,GB101496,United Kingdom,55.87440472,-4.250707236,Europe,Northern Europe,
1255,91063,Medium,488,Ronnie Creech,Corporate,Hobart,Office Supplies,Paper,Small Box,Xerox 1933,-8,-33.33333333,2,24,1,13,5,Regular Air,5/21/2015,5/18/2015,State of Tasmania,AU101564,Australia,-42.85000853,147.2950297,Oceania,Australia and New Zealand,
1254,91063,Medium,487,Molly Vincent,Corporate,Perth,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,-13,-81.25,5,16,1,4,6,Express Air,5/20/2015,5/18/2015,Western Australia,AU101630,Australia,-31.95501463,115.8399987,Oceania,Australia and New Zealand,
9028,89835,Medium,3264,Becky Puckett,Corporate,Sacramento,Office Supplies,Paper,Small Box,Hammermill Color Copier Paper (28Lb. and 96 Bright),-89,-174.5098039,5,51,1,11,12,Regular Air,5/22/2015,5/19/2015,California,US10931,United States,38.57502138,-121.4700381,America,North America,Janice Joplin
2885,86409,Medium,1108,Dwight Bishop,Small Business,Tel Aviv,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",53,63.0952381,13,84,3,7,1,Regular Air,5/24/2015,5/20/2015,,,Israel,32.0667,34.8,Asia,Western Asia,
5299,89040,Medium,1974,Robert Brantley,Consumer,Merida,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",25,53.19148936,3,47,2,17,1,Regular Air,5/22/2015,5/20/2015,Yucatán,ME11690,Mexico,20.96663881,-89.61663355,America,Central America,
2424,87135,Not Specified,922,Dolores Abrams,Small Business,Voronezh,Technology,Telephones and Communication,Small Box,5180,384,39.79274611,14,965,28,70,9,Express Air,5/22/2015,5/20/2015,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
2886,86409,Medium,1108,Dwight Bishop,Small Business,Yaounde,Technology,Telephones and Communication,Small Box,Talkabout T8367,163,29.85347985,8,546,15,70,9,Express Air,5/22/2015,5/20/2015,,,Cameroon,3.8667,11.5167,Africa,Middle Africa,
2866,20261,Medium,1106,Maxine Collier Grady,Small Business,Las Plumas,Office Supplies,Paper,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",79,23.65269461,52,334,17,7,1,Regular Air,5/24/2015,5/20/2015,Provincia del Chubut,AR101701,Argentina,-43.41627887,-67.24998845,America,South America,
2884,86409,Medium,1108,Dwight Bishop,Small Business,Libreville,Office Supplies,Binders and Binder Accessories,Small Box,GBC Wire Binding Strips,65,23.72262774,9,274,16,34,13,Express Air,5/21/2015,5/20/2015,Estuaire,,Gabon,0.3901,9.4544,Africa,Middle Africa,
5298,89040,Medium,1974,Robert Brantley,Consumer,Cancun,Office Supplies,Appliances,Small Box,Kensington 6 Outlet Guardian Standard Surge Protector,-16,-16.32653061,5,98,6,22,6,Regular Air,5/22/2015,5/20/2015,Quintana Roo,ME11670,Mexico,21.16995974,-86.83000777,America,Central America,
2257,90578,Not Specified,871,Sandy Ellington,Home Office,Voronezh,Office Supplies,Paper,Small Box,Xerox 231,-32,-26.01626016,18,123,3,7,5,Regular Air,5/23/2015,5/20/2015,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
3054,90854,High,1159,Arlene Weeks,Consumer,Istanbul,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",-148,-145.0980392,1,102,2,107,36,Delivery Truck,5/22/2015,5/20/2015,Istanbul,,Turkey,41.0136,28.955,Asia,Western Asia,
2256,90578,Not Specified,871,Sandy Ellington,Home Office,Kaliningrad,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,-59,-79.72972973,12,74,2,6,10,Regular Air,5/24/2015,5/20/2015,Kaliningradskaya Oblast',RU101494,Russia,54.70000612,20.49734289,Europe,Eastern Europe,
2987,88103,Medium,1131,Benjamin Strauss,Home Office,Istanbul,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",68,66.01941748,13,103,2,8,1,Regular Air,5/24/2015,5/21/2015,Istanbul,,Turkey,41.0136,28.955,Asia,Western Asia,
1074,87804,High,406,June Frank Hammond,Small Business,Sydney,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,49,63.63636364,15,77,1,5,1,Regular Air,5/23/2015,5/21/2015,State of New South Wales,2000,Australia,-33.92001097,151.1851798,Oceania,Australia and New Zealand,
8869,87934,Not Specified,3206,Dana Rankin,Consumer,Raleigh,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",937,61.88903567,7,1514,89,230,18,Express Air,5/24/2015,5/21/2015,West Virginia,US10975,United States,35.81878135,-78.64469344,America,North America,Michael Petras
2970,13735,Medium,1129,Pam Patton,Home Office,Buenos Aires,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",113,27.49391727,52,411,17,8,1,Regular Air,5/24/2015,5/21/2015,Ciudad de Buenos Aires,AR101631,Argentina,-34.60250161,-58.39753137,America,South America,
47,42949,Not Specified,21,Tony Wilkins Winters,Small Business,Leeds,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,-17,-6.028368794,58,282,20,5,3,Regular Air,5/23/2015,5/21/2015,England,GB101484,United Kingdom,53.83000755,-1.580017539,Europe,Northern Europe,
48,42949,Not Specified,21,Tony Wilkins Winters,Small Business,Nottingham,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,-111,-12.26519337,71,905,59,14,9,Regular Air,5/24/2015,5/21/2015,England,GB101491,United Kingdom,52.97034426,-1.170016725,Europe,Northern Europe,
3318,89982,Medium,1254,Anne Bland,Home Office,Recife,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,-11,-32.35294118,16,34,1,2,1,Regular Air,5/24/2015,5/21/2015,Pernambuco,BR111660,Brazil,-8.075645326,-34.91560551,America,South America,
746,89291,Critical,282,Vickie Andrews,Corporate,Birmingham,Technology,Telephones and Communication,Small Pack,Accessory36,-214,-41.47286822,9,516,13,59,5,Regular Air,5/23/2015,5/21/2015,England,GB101495,United Kingdom,52.47497398,-1.919996787,Europe,Northern Europe,
42,90032,Not Specified,19,Jim Rodgers,Small Business,Sheffield,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,-111,-48.26086957,18,230,9,14,9,Regular Air,5/24/2015,5/21/2015,England,GB101483,United Kingdom,53.36667666,-1.499996583,Europe,Northern Europe,
5986,89174,Not Specified,2198,Lester Woodward Maynard,Small Business,Bangalore,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1799 Powerhouse™ Electric Pencil Sharpener,286,67.13615023,16,426,12,27,4,Regular Air,5/26/2015,5/23/2015,Karnataka,IN11436,India,12.96999514,77.56000972,Asia,Southern Asia,
3297,46853,Low,1246,Lois Hansen,Home Office,Hobart,Technology,Computer Peripherals,Small Box,Hayes Optima 56K V.90 Internal Voice Modem,1439,17.09432169,32,8418,384,271,11,Regular Air,5/23/2015,5/22/2015,State of Tasmania,AU101564,Australia,-42.85000853,147.2950297,Oceania,Australia and New Zealand,
6481,89184,Critical,2385,Janice Frye,Small Business,Richmond,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-572,-25.54711925,18,2239,157,138,30,Delivery Truck,5/25/2015,5/22/2015,Georgia,US10879,United States,39.82889833,-84.89028121,America,North America,Belinda Stonarch
3326,86535,Medium,1257,Ryan Foster,Home Office,Recife,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,-159,-26.23762376,5,606,15,122,56,Delivery Truck,5/24/2015,5/22/2015,Pernambuco,BR111660,Brazil,-8.075645326,-34.91560551,America,South America,
7385,87677,Critical,2699,Marcia Greenberg,Corporate,Hamburg,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,-100,-126.5822785,16,79,5,5,5,Regular Air,5/25/2015,5/22/2015,Hamburg,DE101695,Germany,53.55002464,9.999999144,Europe,Western Europe,
5987,89174,Not Specified,2198,Lester Woodward Maynard,Small Business,Ahmedabad,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",-252,-78.9968652,16,319,19,22,53,Delivery Truck,5/23/2015,5/22/2015,Dadra and Nagar Haveli,IN101449,India,23.03005292,72.58000362,Asia,Southern Asia,
3090,86913,High,1182,Jesse Williamson,Home Office,Tel Aviv,Office Supplies,Labels,Small Box,Avery 494,26,68.42105263,15,38,2,3,1,Regular Air,5/24/2015,5/23/2015,,,Israel,32.0667,34.8,Asia,Western Asia,
8975,87298,High,3249,Nicole Goldstein,Corporate,Burlington,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",447,63.7660485,16,701,28,45,3,Regular Air,5/25/2015,5/23/2015,Vermont,US05401,United States,40.80793418,-91.11276961,America,North America,Anand Prashad
4903,90524,Not Specified,1814,Albert Tyson,Home Office,Pretoria,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,-953,-75.33596838,17,1265,88,82,4,Express Air,5/26/2015,5/23/2015,Gauteng,ZA101571,South Africa,-25.70692055,28.22942908,Africa,Southern Africa,
4904,90524,Not Specified,1814,Albert Tyson,Home Office,Mossel Bay,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,-31,-77.5,13,40,1,3,1,Regular Air,5/26/2015,5/23/2015,Western Cape,ES101479,South Africa,-34.17002155,22.1300081,Africa,Southern Africa,
3857,86735,Medium,1450,Veronica Peck,Consumer,Sao Paulo,Furniture,Chairs & Chairmats,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",1274,51.24698311,12,2486,172,230,18,Express Air,5/26/2015,5/24/2015,São Paulo,BR131660,Brazil,-23.55867959,-46.62501998,America,South America,
6583,89053,Not Specified,2422,Arlene Wiggins Dalton,Home Office,Riyadh,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Airflow Leather Mesh Back Chair, Black",628,34.5814978,12,1816,76,159,44,Delivery Truck,5/26/2015,5/24/2015,Ar Riyad,SA101476,Saudi Arabia,24.64083315,46.77274166,Asia,Western Asia,
9296,90501,Low,3366,Dana Boyle,Home Office,Burlington,Technology,Office Machines,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,64,7.56501182,11,846,58,85,34,Delivery Truck,5/30/2015,5/24/2015,Vermont,US05401,United States,40.80793418,-91.11276961,America,North America,Anand Prashad
8545,86221,High,3096,Mike Howard,Consumer,San Diego,Office Supplies,Appliances,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,-16,-13.44537815,3,119,7,43,7,Express Air,5/26/2015,5/24/2015,California,US10934,United States,32.82002382,-117.1799899,America,North America,Janice Joplin
8547,86221,High,3096,Mike Howard,Consumer,San Francisco,Furniture,Tables,Jumbo Box,Bevis Boat-Shaped Conference Table,-612,-25.08196721,9,2440,79,277,63,Delivery Truck,5/26/2015,5/24/2015,California,94010,United States,37.74000775,-122.4599777,America,North America,Janice Joplin
9297,90501,Low,3366,Dana Boyle,Home Office,Montgomery,Office Supplies,Paper,Small Box,Xerox 231,-23,-42.59259259,8,54,2,7,5,Regular Air,5/29/2015,5/24/2015,Alabama,US10843,United States,32.36160219,-86.27918868,America,North America,Kevin Jernagan
8546,86221,High,3096,Mike Howard,Consumer,Los Angeles,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",-58,-61.05263158,12,95,6,9,3,Express Air,5/26/2015,5/24/2015,California,US10932,United States,33.98997825,-118.1799805,America,North America,Janice Joplin
2720,90069,Not Specified,1054,Keith R Atkinson,Corporate,Istanbul,Office Supplies,Paper,Small Box,Xerox 1883,140,68.29268293,8,205,11,28,6,Regular Air,5/27/2015,5/25/2015,Istanbul,,Turkey,41.0136,28.955,Asia,Western Asia,
9095,89897,Low,3287,Mary Norman,Small Business,Bordeaux,Office Supplies,Binders and Binder Accessories,Small Box,Surelock™ Post Binders,341,67.65873016,17,504,33,32,3,Regular Air,5/28/2015,5/25/2015,Aquitaine,,France,44.84044,-0.5805,Europe,Western Europe,
2590,88371,High,1008,Priscilla Frank,Home Office,Voronezh,Office Supplies,Labels,Small Box,Self-Adhesive Removable Labels,17,65.38461538,8,26,0,3,0,Regular Air,5/28/2015,5/25/2015,Voronezhskaya Oblast',RU101492,Russia,51.72998069,39.26999548,Europe,Eastern Europe,
6497,91122,Not Specified,2391,Jacob McNeill,Corporate,Bordeaux,Office Supplies,Envelopes,Small Box,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",198,63.87096774,12,310,20,29,8,Regular Air,5/28/2015,5/25/2015,Aquitaine,,France,44.84044,-0.5805,Europe,Western Europe,
7269,89361,Medium,2652,Brenda Ross,Consumer,Shanghai,Office Supplies,Paper,Small Box,Xerox 1938,21,22.10526316,2,95,5,51,6,Regular Air,5/28/2015,5/25/2015,,,China,31.2,121.5,Asia,Eastern Asia,
1347,90026,High,526,April Hu,Home Office,Sydney,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,-6,-2.898550725,12,207,13,19,9,Regular Air,5/28/2015,5/25/2015,State of New South Wales,2000,Australia,-33.92001097,151.1851798,Oceania,Australia and New Zealand,
6496,91122,Not Specified,2391,Jacob McNeill,Corporate,San Diego,Technology,Computer Peripherals,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",-44,-102.3255814,9,43,2,5,2,Regular Air,5/27/2015,5/25/2015,California,US10934,United States,32.82002382,-117.1799899,America,North America,Janice Joplin
7853,85828,Not Specified,2868,Eugene Clayton,Corporate,Nagasaki,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",-64,-103.2258065,4,62,4,17,13,Express Air,5/28/2015,5/25/2015,Nagasaki-ken,JP101579,Japan,32.76498842,129.8850329,Asia,Eastern Asia,
2719,90069,Not Specified,1054,Keith R Atkinson,Corporate,Las Plumas,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Custom Binder Spines & Labels,-50,-227.2727273,4,22,1,6,7,Express Air,5/28/2015,5/25/2015,Provincia del Chubut,AR101701,Argentina,-43.41627887,-67.24998845,America,South America,
